len,count,word,sentiment,topic
3,9545,公司债,2,3
2,9080,用于,2,3
2,8980,五股,2,3
2,8971,债市,2,3
2,8691,持仓,2,3
3,8309,交易所,2,3
2,8190,炒股,2,3
3,7901,可转债,2,3
2,7804,股改,2,3
2,7773,昨日,2,3
1,7704,持,2,3
4,7453,中信证券,2,3
2,7393,募投,2,3
4,7097,宝钢股份,2,3
3,6870,交易日,2,3
2,6755,股派,2,3
2,6708,打新,2,3
2,6651,看盘,2,3
2,6628,借款,2,3
2,6497,权益,2,3
2,6245,发债,2,3
2,6213,票据,2,3
2,6095,破发,2,3
2,6079,探底,2,3
2,5823,每股,2,3
3,5765,债转股,2,3
3,5706,中小板,2,3
2,5574,配股,2,3
4,5162,投资收益,2,3
4,4988,公司股票,2,3
2,4553,保壳,2,3
2,4485,平仓,2,3
2,4444,分拆,2,3
2,4146,中银,2,3
2,4061,所持,2,3
2,3900,吸收,2,3
2,3882,大额,2,3
2,3803,作价,2,3
3,3783,成交额,2,3
2,3703,折价,2,3
4,3668,公司债券,2,3
3,3551,融资券,2,3
2,3016,转债,2,3
2,2990,债权,2,3
4,2629,锡业股份,2,3
3,2168,第一期,2,3
3,1300,科创板,2,3
3,999,登记日,2,3
4,964,集团股份,2,3
4,790,科技股份,2,3
2,607,创板,2,3
2,380,开盘,2,3
2,156,过会,2,3
3,0,IPO,2,3
2,419911,公司,2,4
1,288924,拟,2,4
2,263850,股东,2,4
2,214220,集团,2,4
2,163580,股权,2,4
3,110232,子公司,2,4
2,96574,预期,2,4
2,88171,政策,2,4
2,74576,重大,2,4
2,73473,建设,2,4
3,73457,董事长,2,4
2,70021,未来,2,4
2,64044,并购,2,4
2,61849,品牌,2,4
2,56031,技术,2,4
2,54296,启动,2,4
2,52535,事项,2,4
2,51992,连续,2,4
2,51228,调查,2,4
2,49557,年报,2,4
2,39806,高管,2,4
2,36097,公布,2,4
2,31808,员工,2,4
2,31257,回购,2,4
2,31250,召开,2,4
2,29927,出台,2,4
2,29879,专家,2,4
2,28966,成立,2,4
2,28949,拟定,2,4
2,28842,规划,2,4
2,28763,获批,2,4
2,28238,文化,2,4
2,26374,控制,2,4
2,26292,实施,2,4
2,25888,安全,2,4
2,25438,联合,2,4
2,24690,主业,2,4
2,23135,全线,2,4
2,23060,信托,2,4
2,21233,董事,2,4
2,21099,实控,2,4
2,20684,租赁,2,4
2,20306,合并,2,4
2,20191,举行,2,4
2,18732,回归,2,4
2,18572,借壳,2,4
3,18567,总经理,2,4
2,18408,采购,2,4
2,18356,内幕,2,4
2,18265,央企,2,4
4,17960,有限公司,2,4
3,17231,开发商,2,4
2,17203,全资,2,4
4,16274,股东大会,2,4
2,16142,关联,2,4
2,16095,审核,2,4
2,15506,担保,2,4
2,15353,资管,2,4
3,15091,董事会,2,4
2,14813,会议,2,4
2,14595,混改,2,4
2,12858,总裁,2,4
2,12384,民营,2,4
2,12269,跨界,2,4
2,11479,个人,2,4
2,11181,承压,2,4
2,10993,信披,2,4
2,10805,更名,2,4
2,10678,股本,2,4
2,10017,董秘,2,4
2,9149,中报,2,4
2,9050,注册,2,4
2,8988,高层,2,4
2,8676,剥离,2,4
2,8285,批准,2,4
2,8037,老板,2,4
2,7998,受理,2,4
2,7691,厂商,2,4
2,7648,易主,2,4
4,7505,副总经理,2,4
3,7480,管理层,2,4
4,7362,人事变动,2,4
3,7240,副总裁,2,4
2,7118,执行,2,4
3,6821,控制权,2,4
3,6792,分公司,2,4
2,6746,兼并,2,4
2,6693,投建,2,4
3,6635,证监局,2,4
2,6543,坚持,2,4
2,6273,国有,2,4
1,6196,暨,2,4
2,5749,进程,2,4
2,5556,控人,2,4
2,5334,公告,2,4
3,5174,关联方,2,4
2,5044,下属,2,4
3,4946,创始人,2,4
2,4846,总部,2,4
2,4718,上游,2,4
2,4457,主营,2,4
3,4298,母公司,2,4
2,4192,独董,2,4
2,4133,换帅,2,4
2,4126,监事,2,4
2,3986,职务,2,4
2,3765,收回,2,4
2,3644,委托,2,4
2,3527,司法,2,4
2,3459,划转,2,4
3,3225,股东会,2,4
4,3186,副董事长,2,4
2,2976,董监,2,4
2,2809,会计,2,4
3,2621,监事会,2,4
